text,label,num_label
জ্যাক মুরগি পছন্দ করে এবং সবজিও,Compound,2
জ্যাক মুরগি পছন্দ করে কিন্তু টার্কিকে ঘৃণা করে।,Compound,2
আমার কুকুর টোস্ট পছন্দ করে কিন্তু রুটি খায় না,Compound,2
"এখনও বৃষ্টি হচ্ছে, তবে কাজ হবে।",Compound,2
যেহেতু গাছের পাতা মন্ত্রমুগ্ধকর ছিল সেহেতু পাতা রংধনু তৈরি করেছে,Complex,1
যখন আমি শান্ত তখন বাড়িতে ফিরে,Complex,1
যখন আমি সালাদ অর্ডার করেছি তখন আমি চামুচ চেয়েছিলাম।,Complex,1
"যেহেতু ব্যাগ থেকে খুব ভাল গন্ধ ছিল, সেহেতু আমি এটি সম্পর্কে চিন্তা থামাতে পারি না।",Complex,1
যেহেতু দুধ গরম সেহেতু আমি পান করতে পারি না।,Complex,1
যখন সূর্যের আলো থাকবে না তখন একটি দিন রাতের মতো।,Complex,1
তারা স্বার্থ দেখে যারা সর্বদা শুধুমাত্র মধ্যস্বত্বভোগী,Complex,1
যেহেতু আমি বাস্তবতা ভালোবাসি সেহেতু আমার জীবনকে ধ্বংস করে চলেছে,Complex,1
যদিও জ্যাক মাছ ধরা পছন্দ করে তবে শিকার ঘৃণা করে।,Complex,1
যদিও জ্যাক দৌড় পছন্দ করে তবে শিকার ঘৃণা করে।,Complex,1
আপনি যখন একটি কমিক স্ট্রিপ লেখেন তখন বাম দিকের ব্যক্তি সর্বদা প্রথমে কথা বলে,Complex,1
"যখন আমি জগিং করতাম, তখন আমার গ্লাস থেকে বরফের টুকরোগুলো পড়তে থাকল।",Complex,1
যখন মা আমাকে সান্তা ক্লজের কাছে নিয়ে গেলো তখন বিশ্বাস করা বন্ধ কর দিতে বলেছিলো,Complex,1
যহেতু জ্যাক মুরগি পছন্দ করে সেহেতু সবজিও ভালোবাসে।,Complex,1
যহেতু জ্যাক মুরগি পছন্দ করে সেহেতু টার্কিকে ঘৃণা করে,Complex,1
যেহেতু আমার কুকুর টোস্ট পছন্দ সেহেতু কিন্তু রুটি খায় না,Complex,1
"যদিও এখনও বৃষ্টি হচ্ছে, তবে কাজ হবে।",Complex,1
অত্যধিক চুক্তি একটি চ্যাট হত্যা,Simple,0
তিনি এটি কেনার আগে এটি চেষ্টা করেছিলেন।,Simple,0
তিনি এক মিনিটে চারটি সেদ্ধ ডিম খেতে পারেন।,Simple,0
জ্যাক পাহাড়ের উপরে থেকে নিচে নেমে গেল,Simple,0
জিল পাহাড়ের উপর দিয়ে হেঁটে নিচে নেমে গেল।,Simple,0
নেকড়ে খুব দেরিতে মানুষের ভয় তৈরি করেছিল,Simple,0
আমার বন্ধুরা একটি কুকুর দেখেছে।,Simple,0
জন একটি কুকুর দেখে রাস্তা পার হল।,Simple,0
তারা দুই বোন একটি কুকুর দেখে রাস্তা পার হল।,Simple,0
জন একটি কুকুর দেখে জানত না যে এটি কোন জাত,Simple,0
জেনি চাইনিজ খাবার খেয়েক সিনেমা দেখেছিল,Simple,0
আমরা দুইজন ভালো বন্ধু,Simple,0
ক্লারা পিয়ানো বাজানোর জন্য নিজেকে শিখিয়েছিলো,Simple,0
তিনি সোমবার জার্মান ভাষা অধ্যয়ন করেন না।,Simple,0
তিনি গণিত শেখান না কিন্তু বাংলা ভালো পারেন,Simple,2
অত্যধিক চুক্তি কিন্তু চ্যাট হত্যা,Compound,2
তিনি চেষ্টা করেন নি কিন্তু এটি কিনেছিলেন।,Compound,2
তিনি মনে দিলে কিন্তু মিনিটে চারটি সেদ্ধ ডিম খেতে পারেন।,Compound,2
জ্যাক পাহাড়ের উপরে চলে গেলেন কিন্তু নিচে নেমে গেল,Compound,2
জিল পাহাড়ের উপর দিয়ে হেঁটে গেলেন কিন্তু নিচে নেমে গেল।,Compound,2
নেকড়ে মানুষের ভয় তৈরি করেছিল কিন্তু খুব দেরিতে ,Compound,2
একটা কুকুর দেখলো এবং তারা আমার বন্ধু,Compound,2
জন একটি কুকুর দেখলো এবং রাস্তা পার হল।,Compound,2
জন এবং মেলিসা একটি কুকুর দেখে রাস্তা পার হল।,Compound,2
"জন একটি কুকুর দেখেছিল, কিন্তু সে জানত না যে এটি কোন জাত",Compound,2
জেনি চাইনিজ খাবার খেয়েছিল এবং একটি সিনেমা দেখেছিল,Compound,2
আপনি এবং আমি সেরা বন্ধু.,Compound,2
"ক্লারা পিয়ানো বাজাতে চেয়েছিলেন, তাই তিনি নিজেকে শিখিয়েছিলেন।",Compound,2
সোমবার তাই তিনি জার্মান ভাষা অধ্যয়ন করেন না।,Compound,2
 তিনি গণিত শেখান না কিন্তু বাংলা ভালো পারেন,Compound,2
যেহেতু অত্যধিক চুক্তি সেহেতু চ্যাট হত্যা,Complex,1
যদিও তিনি চেষ্টা করেন নি তবুও এটি কিনেছিলেন।,Complex,1
সে চারটি সেদ্ধ ডিম খেতে পারে যদি সে তার মন দেয়।,Complex,1
যদিও জ্যাক পাহাড়ের উপরে চলে গেলেন তবুও নিচে নেমে গেল,Complex,1
যদিও জিল পাহাড়ের উপর দিয়ে হেঁটে গেলেন তবুও নিচে নেমে গেল।,Complex,1
যদিও নেকড়ে মানুষের ভয় তৈরি করেছিল তবে খুব দেরিতে ,Complex,1
যারা একটা কুকুর দেখলো তার আমার বন্ধু,Complex,1
যখন রাস্তা পার হল তখন জন একটি কুকুর দেখলো,Complex,1
যারা রাস্তা পার হলো তারা একটা কুকুর দেখলো ,Complex,1
"যদিও জন একটি কুকুর দেখেছিল, তবে সে জানত না যে এটি কোন জাত",Complex,1
যখন জেনি চাইনিজ খাবার খেয়েছিল তখন একটি সিনেমা দেখেছিল,Complex,1
আপিনি সেই যে আমার ভালো বন্ধু,Complex,1
"যেহতে ক্লারা পিয়ানো বাজাতে চেয়েছিলেন, সেহেতু তিনি নিজেকে শিখিয়েছিলেন।",Complex,1
যেহেতু সোমবার সেহেতু তিনি জার্মান ভাষা অধ্যয়ন করেন না।,Complex,1
যদিও তিনি গণিত শেখান না তবে বাংলা ভালো পারেন,Complex,1
মায়শা গাড়িতে ছড়ে আইসক্রিম খেতে পছন্দ করে।,Simple,0
সন্ধ্যার দিকে রাস্তা থেকে আমার ভাই আবর্জনা বের করে দিল ,Simple,0
আমি আর আমার বোন একে অপরকে আর দেখি না।,Simple,0
সে মাঠে গিয়ে ফুটবল খেলতে ভালোবাসে।,Simple,0
সে স্কুলে গিয়ে বাস্কেটবল খেলতে ভালোবাসে।,Simple,0
পৃথিবী গোলাকার তাই ঘুরে,Simple,0
চাঁদ সুর্য থেকে আলো নেই,Simple,0
গোলাকার পৃথিবী সুর্যের চারদিকে ঘুরে,Simple,0
জুলি দ্রুত কথা বলার কারনে কেউ বুঝে না,Simple,0
আমার ভাইয়ের কুকুর অনেক ঘেউ ঘেউ করে।,Simple,0
ট্রেনটি প্রতিদিন সকাল 18 টায় ছেড়ে যায় যখন আমি থাকি না,Simple,0
আমার বাবা সপ্তাহান্তে কাজ করেন না কারন দুর্বল,Simple,0
সে রসায়ন শেখায় না কারন সে ম্যাথ পারে,Simple,0
আমি আমার নতুন পোষা প্রাণীকে ভালোবাসি.,Simple,0
মেরি সকাল বিকাল ব্রাশ করে,Simple,0
সে কাজে গিয়ে তার মালিক কে নিয়ে গাড়ি চালায় ,Simple,0
মায়শা গাড়িতে ছড়ে এবং আইসক্রিম খেতে পছন্দ করে।,Compound,2
সন্ধ্যার হয় তাই আমার ভাই রাস্তা থেকে আবর্জনা বের করে দিল,Compound,2
আমরা দুইভাই বোন কিন্তু একে অপরকে আর দেখি না।,Compound,2
সে মাঠে যায় এবং সে ফুটবল খেলতে ভালোবাসে।,Compound,2
সে স্কুলে যায় এবং সে বাস্কেটবল খেলতে ভালোবাসে।,Compound,2
পৃথিবী গোলাকার এবং  ঘুরে,Compound,2
চাঁদের আলো নেই কিন্তু সূর্য থেকে আলো নেই,Compound,2
পৃথিবী গোলাকার এবং সুর্যের চারদিকে ঘুরে,Compound,2
জুলি খুব দ্রুত কথা বলে তাই কেউ বুঝে না,Compound,2
আমার ভাইয়ের কুকুর কিন্তু অনেক ঘেউ ঘেউ করে,Compound,2
আমি থাকি না এবং ট্রেনটি প্রতিদিন সকাল 18 টায় ছেড়ে যায়,Compound,2
আমার বাবা দুর্বল তাই সপ্তাহান্তে কাজ করেন,Compound,2
সে ম্যাথ পারে কিন্তু রসায়ন শেখায় না,Compound,2
পোষা প্রাণীটি নতুন সেজন্য ভালোবাসি.,Compound,2
মেরি রাতে এবং সকালে ঘুম থেকে উঠে ব্রাশ করে,Compound,2
সে কাজে যায়ক এবং তার মালিক কে নিয়ে গাড়ি চালায়,Compound,2
যখন মায়শা গাড়িতে ছড়ে তখন আইসক্রিম খেতে পছন্দ করে।,Complex,1
যখন সন্ধ্যার হয় তখন আমার ভাই রাস্তা থেকে আবর্জনা বের করে দিল ,Complex,1
যখন আমার বোন আমাকে দেখে না তখন আমিও তাকে দেখি না,Complex,1
যখন সে মাঠে যায় তখন সে ফুটবল খেলতে ভালোবাসে।,Complex,1
যখন সে স্কুলে যায় তখন সে বাস্কেটবল খেলতে ভালোবাসে।,Complex,1
যেহেতু পৃথিবী গোলাকার সেহেতু তা ঘুরে,Complex,1
যদিও চাঁদের আলো নেই তবে সূর্য থেকে আলো নেই,Complex,1
যেহেতু পৃথিবী গোলাকার সেহেতু সুর্যের চারদিকে ঘুরে,Complex,1
যেহেতু জুলি দ্রুত কথা বলে সেহেতু কেউ বুঝে না,Complex,1
যে কুকুরটি ঘেউ ঘেউ করে সেটা আমার ভাইয়ের,Complex,1
যখন আমি থাকি না তখন ট্রেনটি প্রতিদিন সকাল 18 টায় ছেড়ে যায় ,Complex,1
যেহেতু আমার বাবা দুর্বল সেহেতু সপ্তাহান্তে কাজ করেন,Complex,1
যদিও সে ম্যাথ পারে তবে রসায়ন শেখায় না,Complex,1
যেহেতু পোষা প্রাণীটি নতুন সেহেতু ভালোবাসি.,Complex,1
মেরি যেমন রাতে ব্রাশ করে তেমন সকালে ঘুম থেকে উঠে ব্রাশ করে,Complex,1
যখন সে কাজে যায় তখন তার মালিক কে নিয়ে গাড়ি চালায়,Complex,1
মেরির খাওয়ার ইচ্ছা হলে রান্না উপভোগ করে।,Simple,0
সে আপেল-কলা খেতে পছন্দ করে,Simple,0
মা মিথ্যা বলেন না বলেই মাকে ভালোবাসি,Simple,0
এই মুহূর্তে টাকা না থাকার কারনে আমি যাবো না,Simple,0
কাল ভোরে প্রথমে মর্নিং ওয়াকে যাব।,Simple,0
কাজ থাকার কারনে আপনাকে স্কুলে যেতে হবে,Simple,0
রাশিয়ায় শীতকালে প্রচুর তুষারপাত হয়।,Simple,0
খেলার জন্য আমি এক জোড়া জুতা কিনছি।,Simple,0
পড়ালেখার কারনে পুলিশ অফিসার হয়ে গেছি,Simple,0
ঘুম থেকে উঠে সে সাঁতারের পাঠ নিতে যাচ্ছে,Simple,0
সে সিনেমা দেখে কান্না করেছে,Simple,0
টাকা থাকার কারনে আমরা একটি নতুন ভ্রমণের পরিকল্পনা করছি,Simple,0
শিক্ষক ক্লাসে পড়ান বলেই সবাই পাশ করে,Simple,0
পরীক্ষার সময় আমি কঠোর পরিশ্রম করি।,Simple,0
আমার ভাই মাঝে মাঝে তার চাবি জাল করে।,Simple,0
শেখার জন্য আমরা প্রতিদিন একটি বক্তৃতায় অংশগ্রহণ করি,Simple,0
সকালে উঠে আমরা প্রতিদিন সকালে 5 কিমি হাঁটি।,Simple,0
তিনি প্রতিদিন জিমে যান।,Simple,0
আমি Netflix এ হরর মুভি দেখেছি।,Simple,0
মেরির খাওয়ার ইচ্ছা হয় এবং মেরি রান্না উপভোগ করে।,Compound,2
সে কলা এবং আপেল পছন্দ করে।,Compound,2
আমার মা কখনো মিথ্যা বলেন না তাই মাকে ভালোবাসি,Compound,2
আমার কাছে এই মুহূর্তে টাকা নেই তাই যাবো না,Compound,2
কাল ভোর হবে এবং প্রথমে মর্নিং ওয়াকে যাব।,Compound,2
আপনার কিছু স্কুলের কাজ আছে তাই আপনাকে যেতে হবে,Compound,2
শীতকালে তাই রাশিয়ায় প্রচুর তুষারপাত হবে,Compound,2
খেলা আসলো তাই আমি এক জোড়া জুতা কিনছি।,Compound,2
আমি পড়েছি এবং পুলিশ অফিসার হয়ে গেছি,Compound,2
সে ঘুম থেকে উঠলো এবং সাঁতার পাঠ নিতে যাচ্ছে,Compound,2
সে সিনেমা দেখছে এবং কান্না করেছে,Compound,2
আমাদের টাকা আছে এবং একটি নতুন ভ্রমণের পরিকল্পনা করছি,Compound,2
শিক্ষক ক্লাসে পড়ান এবং সবাই পাশ করে,Compound,2
পরীক্ষার আসে এবং আমি কঠোর পরিশ্রম করি।,Compound,2
চাবি জাল করে এবং সে আমার ভাই,Compound,2
বক্তৃতায় অংশগ্রহণ করি এবং কিছু শিখতে পারি,Compound,2
সকালে উঠি এবং প্রতিদিন সকালে 5 কিমি হাঁটি।,Compound,2
শরী ফিট রাখতে হবে সেজন্য তিনি প্রতিদিন জিমে যান।,Compound,2
আমি Netflix খুলি এবং হরর মুভি দেখি,Compound,2
যখন মেরির খাওয়ার ইচ্ছা হয় তখন মেরি রান্না উপভোগ করে।,Complex,1
যেহেতু সে কলা সেহেতু আপেল পছন্দ করে।,Complex,1
যেহেতু আমার মা কখনো মিথ্যা বলেন সেহেতু মাকে ভালোবাসি,Complex,1
যেহেতু আমার কাছে এই মুহূর্তে টাকা সেহেতু যাবো না,Complex,1
যখন কাল ভোর হবে তখন প্রথমে মর্নিং ওয়াকে যাব।,Complex,1
যেহেতু আপনার কিছু স্কুলের কাজ আছে সেহেতু আপনাকে যেতে হবে,Complex,1
যখন রাশিয়ায় শীতকালে তখন প্রচুর তুষারপাত হয়।,Complex,1
আমি যেই জুটা নিলা সেইটা খেলার জন্য,Complex,1
যেহেতু আমি পড়েছি সেহেতু পুলিশ অফিসার হয়ে গেছি,Complex,1
যখন সে ঘুম থেকে উঠে তখন সাঁতারের পাঠ নিতে যাচ্ছে,Complex,1
যখন সে সিনেমা দেখছে তখন কান্না করেছে,Complex,1
যেহেত আমাদের টাকা আছে সেহেতু একটি নতুন ভ্রমণের পরিকল্পনা করছি,Complex,1
যখন শিক্ষক ক্লাসে পড়ান তখন সবাই পাশ করে,Complex,1
যখন পরীক্ষার তখন আমি কঠোর পরিশ্রম করি।,Complex,1
যে চাবি জাল করে সে আমার ভাই,Complex,1
যখন বক্তৃতায় অংশগ্রহণ করি তখন কিছু শিখতে পারি,Complex,1
যখন সকালে উঠি তখন আমরা প্রতিদিন সকালে 5 কিমি হাঁটি।,Complex,1
যেহেতু শরী ফিট রাখতে হবে সেহেতু তিনি প্রতিদিন জিমে যান।,Complex,1
যখন আমি Netflix খুলি তখন হরর মুভি দেখি,Complex,1
আমি দেখলাম বাচ্চারা একসাথে বাগানে খেলছে।,Simple,0
আমি দেখলাম ছেলেটি ব্ল্যাকবোর্ডে একটি বাক্য লিখেছিল।,Simple,0
আমি দেখলাম তারা ঘরের সেই খেলনাগুলো নিয়ে খেলে।,Simple,0
আমি খেয়াল করে দেখলাম মাইরা প্রতি সপ্তাহে একটি উপন্যাস পড়ে।,Simple,0
আমি তাদের আমাদের নতুন অ্যাপার্টমেন্টে আসতে দেখেছি।,Simple,0
আমরা গতকাল সন্ধ্যার দিকে সিনেপ্লেক্সে গিয়েছিলাম।,Simple,0
আমরা সবাই গতকাল রাতে পার্টিতে গিয়েছিলাম।,Simple,0
সেই সংকটময় সময়ে তারা একসঙ্গে থাকে।,Simple,0
সে তার বন্ধুদের সাথে উঠোনে খেলে।,Simple,0
আমি বাচ্চাদের দেখলাম এবং তারা একসাথে বাগানে খেলছে।,Compound,2
আমি ছেলেটিকে দেখলাম এবং সে ব্ল্যাকবোর্ডে একটি বাক্য লিখেছিল।,Compound,2
আমি দেখলাম এবং তারা ঘরের সেই খেলনাগুলো নিয়ে খেলে।,Compound,2
যখন আমি খেয়াল করে দেখলাম এবং মাইরা প্রতি সপ্তাহে একটি উপন্যাস পড়ে।,Compound,2
আমি দেখলাম এবং তারা নতুন অ্যাপার্টমেন্টে আসতে দেখেছি।,Compound,2
গতকাল সন্ধ্যার হয় এবং আমি সিনেপ্লেক্সে গিয়েছিলাম।,Compound,2
রাত এবং আমরা পার্টিতে গেলাম,Compound,2
সংকটময় সময়ে ফলে তারা একসঙ্গে থাকে।,Compound,2
সে বন্ধুদের সাথে থাকে এবং উঠানে খেলে,Compound,2
যখন আমি দেখলাম বাচ্চারা তখন একসাথে বাগানে খেলছে।,Complex,1
যখন আমি ছেলেটিকে দেখলাম তখন সে ব্ল্যাকবোর্ডে একটি বাক্য লিখেছিল।,Complex,1
যখন আমি দেখলাম তখন তারা ঘরের সেই খেলনাগুলো নিয়ে খেলে।,Complex,1
যখন আমি খেয়াল করে দেখলাম তখন মাইরা প্রতি সপ্তাহে একটি উপন্যাস পড়ে।,Complex,1
যখন আমি দেখলাম তখন তারা নতুন অ্যাপার্টমেন্টে আসতে দেখেছি।,Complex,1
যখন গতকাল সন্ধ্যার হয় তখন আমি  সিনেপ্লেক্সে গিয়েছিলাম।,Complex,1
যদিও রাত তবুও পার্টিতে গেলাম,Complex,1
যখন সংকটময় সময়ে আসে তখন তারা একসঙ্গে থাকে।,Complex,1
যখন সে উঠানে খেলে তখন তার বন্ধুদের সাথে থাকে,Complex,1
আমরা আর একসঙ্গে তোমার বাড়িতে খেলব না।,Simple,0
আমি আমার চূড়ান্ত প্রকল্প সম্পর্কে আমার শিক্ষকের সাথে কথা বলি।,Simple,0
আমরা বাগানে একটি উত্তেজনাপূর্ণ খেলা খেলেছি।,Simple,0
সুখের কারনে মিস্টার উইলিয়ামস জানালার কাছে দাঁড়িয়ে হাসলেন,Simple,0
আমি আমার সেরা বন্ধুর কাছ থেকে একটি চিঠি পেয়েছি।,Simple,0
পুরোনো ক্লাস থেকে আমি অনেক কিছু শিখেছি।,Simple,0
বাবা জন্য আমরা অনেকক্ষণ জানালার কাছে দাঁড়িয়ে থাকি।,Simple,0
তারা প্রকল্পের জন্য একটি নতুন কমিটি গঠন করে।,Simple,0
তোমার বাড়ি ফলে সেখানে আমরা একসঙ্গে খেলব না।,Compound,2
আমার শিক্ষকের সাথে কথা বলি এবং আমি আমার চূড়ান্ত প্রকল্প সম্পর্কে জানাই,Compound,2
আমরা বাগান এবং উত্তেজনাপূর্ণ খেলা খেলেছি ,Compound,2
জানালার কাছে দাঁড়িয়ে হাসলেন কিন্তু মিস্টার উইলিয়ামসের সুখ ছিলো,Compound,2
আমি চিঠি পেয়েছি এবং সে আমার সেরা বন্ধু,Compound,2
পুরোনো ক্লাস অথচ এখান থেকে আমি অনেক কিছু শিখেছি।,Compound,2
বাবা আসবে এবং আমরা জানালার কাছে দাঁড়িয়ে থাকি।,Compound,2
প্রকল্পের হবে সেজন্য নতুন কমিটি গঠন করে।,Compound,2
যেখানে তোমার বাড়ি সেখানে আমরা একসঙ্গে খেলব না।,Complex,1
যখন আমার শিক্ষকের সাথে কথা বলি তখন আমি আমার চূড়ান্ত প্রকল্প সম্পর্কে ,Complex,1
যেখানে উত্তেজনাপূর্ণ খেলা খেলেছি সেখানে আমরা বাগান,Complex,1
যখন জানালার কাছে দাঁড়িয়ে হাসলেন তখন মিস্টার উইলিয়ামসের সুখ ছিলো,Complex,1
আমি যার কাছ থেকে চিঠি পেয়েছি সে আমার সেরা বন্ধু,Complex,1
এটাই সেই ক্লাস যেখান থেকে আমি অনেক কিছু শিখেছি।,Complex,1
যেহেতু বাবা আসবে আমরা সেহেতু জানালার কাছে দাঁড়িয়ে থাকি।,Complex,1
যেহেতু প্রকল্পের হবে সেহেতু নতুন কমিটি গঠন করে।,Complex,1
সে তোমার কাছে আসে একটা গোপন কথা বলে।,Simple,0
রাজ তার বিছানায় বই পড়ার জন্য বসে আছে।,Simple,0
আমার বাড়ির পেছনের মাঠে ছেলেরা ফুটবল খেলে।,Simple,0
সে প্রতি রাতে তার কম্পিউটারে কাজ করে।,Simple,0
আমি এই অদ্ভুত ব্যক্তির আসল ঘটনা জানি।,Simple,0
সে প্রায়ই ড্রয়িংরুমে টিভি দেখে।,Simple,0
দরজার সামনে দাঁড়িয়ে কাঁদল,Simple,0
সে তোমার কাছে এবং একটা গোপন কথা বলে।,Compound,2
বই পড়ার সময় হয়েছে সুতরাং রাজ তার বিছানায় বসে আছে।,Compound,2
আমার বাড়ির পেছনের মাঠ এবং ছেলেরা ফুটবল খেলে।,Compound,2
রাত হয় এবং সে তার কম্পিউটারে কাজ করে।,Compound,2
আমি এই অদ্ভুত ব্যক্তি কে চিনি এবং তার আসল ঘটনা জানি।,Compound,2
সে ড্রয়িংরুমে থাকে এবং টিভি দেখে,Compound,2
সে দরজার সামনে দাঁড়ালো এবং কাঁদল,Compound,2
যখন সে তোমার কাছে তখন একটা গোপন কথা বলে।,Complex,1
যখন বই পড়ার সময় হয়েছে তখন রাজ তার বিছানায় বসে আছে।,Complex,1
যেই মাঠ আমার বাড়ির পেছনের সেখানে ছেলেরা ফুটবল খেলে।,Complex,1
যখন রাত হয় তখন সে তার কম্পিউটারে কাজ করে।,Complex,1
যেহেতু আমি এই অদ্ভুত ব্যক্তি কে চিনি সেহেতু তার আসল ঘটনা জানি।,Complex,1
যখন সে টিভি দেখে তখন সে ড্রয়িংরুমে থাকে,Complex,1
যখন যে দরজার সামনে দাঁড়ালো তখন সে কাঁদল,Complex,1
সায়রা তার প্রিয় সিনেমা দেখেতে সিনেমা হলে গেলো,Simple,0
আমি তাকে সিঁড়ি দিয়ে দৌড়াতে দেখলাম।,Simple,0
বিকালে বাচ্চারা বাগানে হকি খেলে।,Simple,0
বইটি পড়ে সে গল্পের দৃশ্য স্বীকার করে,Simple,0
ছেলেরা ক্লাসরুমের বাইরে দাঁড়িয়ে আছে।,Simple,0
আমরা তার কাজের দোষে ক্ষুব্ধ।,Simple,0
বাবা জানালার কাছে দাঁড়িয়ে আছে।,Simple,0
প্রিয় সিনেমা ছিলো সুতরাং সিনেমা হলে গেলো,Compound,2
আমি তাকে দেখলাম এবং সে সিঁড়ি দিয়ে দৌড়ালো,Compound,2
বিকাল হবে এবং বাচ্চারা বাগানে হকি খেলে।,Compound,2
সে বইটি পড়ে এবং গল্পের দৃশ্য স্বীকার করে,Compound,2
ক্লাস আছে তাই ছেলেরা ক্লাসরুমের বাইরে দাঁড়িয়ে আছে।,Compound,2
সে কাজ করলো এবং আমরা তার কাজের দোষে ক্ষুব্ধ।,Compound,2
বাবা জানালার কাছে দাঁড়ালো এবং কাদলো,Compound,2
যেহেতু এইটা তার প্রিয় সিনেমা ছিলো তাই সিনেমা হলে গেলো,Complex,1
যখন আমি তাকে দেখলাম তখন সে সিঁড়ি দিয়ে দৌড়ালো,Complex,1
যখন বিকাল তখন বাচ্চারা বাগানে হকি খেলে।,Complex,1
যখন সে বইটি পড়ে তখন সে গল্পের দৃশ্য স্বীকার করে,Complex,1
যেহেতু ছেলেদের ক্লাস ছিলো তাই বাহিরে দাঁড়িয়ে আছে,Complex,1
যেহেতু সে কাজ করলো সেহেতু আমরা তার কাজের দোষে ক্ষুব্ধ।,Complex,1
যখন বাবা জানালার কাছে দাঁড়ালো তখন উনি কাদলো,Complex,1
আমি আমার বন্ধুদের সাথে প্রকল্প সম্পর্কে কথা বলি।,Simple,0
অনেক দিন পর আপনাকে দেখে আমরা খুশি।,Simple,0
এই চেয়ারে বসে আমার মা আমার পাশে আছেন।,Simple,0
তারা বিনা কারণে আমাদের প্রস্তাব প্রত্যাখ্যান করে।,Simple,0
আমরা বর্তমান সমস্যা নিয়ে আমাদের উদ্বেগ প্রকাশ করছি।,Simple,0
কয়েক সপ্তাহ আগে জয়া জায়গা ছেড়ে দিলো।,Simple,0
আমরা তিন বন্ধু গাছের নিচে বসে আছি।,Simple,0
আমার ভাই তার ভুলের জন্য অনুতপ্ত।,Simple,0
প্রকল্প সম্পর্কে কথা বলি এবং আমার বন্ধুরা সাথে থাকে,Compound,2
অনেক দিন পর তাকে দেখলাম এবং আমরা খুশি।,Compound,2
মা এই চেয়ারে বসে থাকেন এবং আমার পাশে থাকেন,Compound,2
কোন কারন নেই কিন্তু তারা আমাদের প্রস্তাব প্রত্যাখ্যান করে।,Compound,2
এটা আমাদের বর্তমান সমস্যা এবং আমরা উদ্বেগ প্রকাশ করছি।,Compound,2
কয়েক সপ্তাহ হলো এবং জয়া জায়গা ছেড়ে দিলো।,Compound,2
সেই গাছ যেখানে আমরা তিন বন্ধু বসে আছি।,Compound,2
ভাই ভুল করেছে এবং তার ভুলের জন্য অনুতপ্ত।,Compound,2
যখন প্রকল্প সম্পর্কে কথা বলি তখন  আমি বন্ধুরা সাথে থাকে,Complex,1
যেহেতু অনেক দিন পর আপনাকে দেখলাম সেহেতু আমরা খুশি।,Complex,1
যখন মা এই চেয়ারে বসে থাকেন তখন আমার পাশে থাকেন,Complex,1
যদিও কোন কারন নেই তবুও তারা আমাদের প্রস্তাব প্রত্যাখ্যান করে।,Complex,1
যেহেতু এটা আমাদের বর্তমান সমস্যা সেহেতু আমাদের উদ্বেগ প্রকাশ করছি।,Complex,1
যেহেতু কয়েক সপ্তাহ হলো সেহেতু জয়া জায়গা ছেড়ে দিলো।,Complex,1
এইটাই সেই গাছ যেখানে আমরা তিন বন্ধু বসে আছি।,Complex,1
যেহেতু ভাই ভুল করেছে তাই তার ভুলের জন্য অনুতপ্ত।,Complex,1
তুমি সারাদিন আমাকে হাসাতে।,Simple,0
মানুষ বিশ্বাস করে এই জীবন ভাল হবে না,Simple,0
প্রশংসনীয় বীরদের শোষণকে স্মরণ করি,Simple,0
বৃদ্ধদের পাশাপাশি শিশুদেরও প্রথমে সরিয়ে নেওয়া হয়েছে,Simple,0
কলিংবেল বেজে উঠলে তোমাকে বাড়ি যেতে হবে,Simple,0
প্রশংসনীয় অভিনয়শিল্পীদের দেখে মনে হলো তারা সত্যিকারের শিল্পী,Simple,0
আমাকে বলেছিলে তুমি তাড়াতাড়ি আসবে,Simple,0
বাতাস প্রবাহিত হওয়ার কারনে মেঘ দ্রুত আকাশ জুড়ে দৌড়ে,Simple,0
শীঘ্রই শেষ হবে বলেও কাজটি সম্পন্ন হয় না,Simple,0
ধোঁয়া পাইপ থেকে চিমনি পর্যন্ত যায়,Simple,0
মিথ্যা কথা ঘুষ নেয়,Simple,0
কুয়াশাচ্ছন্ন দুপুরে অলস নিঃশ্বাস নেয়,Simple,0
ভারী লকগুলোকে লাঠির উপর রাখা হয়েছিল,Simple,0
মস্কো থেকে পাঁচশ এগারো কিলোমিটার দূরে দুর্ঘটনাটি ঘটে,Simple,0
তুমি আমার সাথে থাকতে এবং সারাদিন আমাকে হাসাতে।,Compound,2
এই জীবন ভাল হবে না এবং এটাই মানুষ বিশ্বাস করে,Compound,2
আমরা বীরদের শোষণকে স্মরণ করি এবং প্রশংসা করি,Compound,2
বৃদ্ধদের এবং শিশুদেরও প্রথমে সরিয়ে নেওয়া হয়েছে,Compound,2
কলিংবেল বেজে উঠবে এবং তোমাকে বাড়ি যেতে হবে,Compound,2
অভিনয়শিল্পীদের এমনভাবে প্রশংসা করতে লাগলো যেন তারা সত্যিকারের শিল্পী,Compound,1
তুমি আমাকে বলেছিলে যে তুমি তাড়াতাড়ি আসবে,Compound,2
বাতাস প্রবাহিত হয় এবং মেঘ দ্রুত আকাশ জুড়ে দৌড়ে,Compound,2
"শীঘ্রই শেষ হবে বলে, কিন্তু শীঘ্রই কাজটি সম্পন্ন হয় না",Compound,2
ধোঁয়া বের হয় এবং পাইপ থেকে চিমনি পর্যন্ত যায়,Compound,2
মিথ্যা বলে এবং ঘুষ নেয়,Compound,2
